答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
152,,2,4,河南省,济源市,济源市,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:48:41,2023-06-04 19:52:56,4分15秒,河南省,济源市,120.216.144.238,Chrome 107.0.5304.141,Android Linux 9
154,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:04:32,2023-06-04 20:06:12,1分40秒,福建省,,223.104.51.37,Chrome 98.0.4758.102,Android Linux 11
155,,2,2,山西省,晋中市,榆次区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,,3.0,1.0,3.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:07:25,2023-06-04 20:10:09,2分44秒,福建省,福州市,112.111.55.55,Unknown Browser,iPhone iOS 16.3
156,,1,2,福建省,福州市,平潭县,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:12:00,2023-06-04 20:13:50,1分50秒,福建省,福州市,112.5.157.247,Chrome 107.0.5304.141,Android Linux 13
157,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,1.0,5.0,1.0,,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:02:05,2023-06-04 20:15:21,13分16秒,福建省,福州市,27.148.106.216,Chrome 107.0.5304.141,Android Linux 13
158,,1,3,河南省,济源市,济源市,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,,3.0,4.0,3.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:17:40,2023-06-04 20:22:00,4分20秒,河南省,郑州市,1.198.209.174,Chrome 107.0.5304.141,Android Linux 12
160,,3,2,天津市,天津城区,北辰区,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:41:55,2023-06-04 20:43:47,1分52秒,天津市,天津市,42.80.117.111,Chrome 98.0.4758.102,Android Linux 13
161,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:49:19,2023-06-04 20:50:30,1分11秒,福建省,福州市,27.149.28.177,Unknown Browser,iPhone iOS 15.4.1
162,,1,2,福建省,福州市,长乐区,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 20:58:50,2023-06-04 21:00:08,1分18秒,广西壮族自治区,防城港市,180.139.87.239,Chrome 98.0.4758.102,Android Linux 10
163,,2,2,福建省,泉州市,惠安县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,3.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,,2.0,1.0,1.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:20:51,2023-06-04 21:23:59,3分8秒,福建省,福州市,27.149.42.135,Chrome 107.0.5304.141,Android Linux 13
164,,1,2,江西省,南昌市,青山湖区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,4.0,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:19:35,2023-06-04 21:25:12,5分37秒,江西省,南昌市,59.52.222.66,Chrome 107.0.5304.141,Android Linux 12
166,,2,2,江西省,赣州市,安远县,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:25:20,2023-06-04 21:26:58,1分38秒,江西省,南昌市,182.97.220.59,Unknown Browser,iPhone iOS 16.4.1
167,,2,2,福建省,漳州市,芗城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:27:50,2023-06-04 21:28:54,1分4秒,福建省,厦门市,110.86.218.202,Chrome 98.0.4758.102,Android Linux 13
168,,2,2,福建省,漳州市,龙文区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:33:51,2023-06-04 21:35:45,1分54秒,福建省,厦门市,112.48.42.62,Chrome 98.0.4758.102,Android Linux 12
169,,2,2,江西省,赣州市,安远县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:37:11,2023-06-04 21:39:02,1分51秒,福建省,福州市,117.136.75.141,Unknown Browser,iPhone iOS 16.3.1
170,,2,2,福建省,福州市,鼓楼区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:37:47,2023-06-04 21:43:23,5分36秒,福建省,厦门市,140.243.164.44,Chrome 107.0.5304.141,Android Linux 12
171,,1,2,江西省,南昌市,青山湖区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:41:15,2023-06-04 21:44:43,3分28秒,江西省,南昌市,117.40.134.101,Chrome 107.0.5304.141,Android Linux 10
172,,1,6,河南省,济源市,济源市,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,2.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:39:22,2023-06-04 21:46:06,6分44秒,,,39.144.180.131,Chrome 107.0.5304.141,Android Linux 13
173,,2,2,陕西省,西安市,长安区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,,4.0,3.0,2.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 21:44:33,2023-06-04 21:46:33,2分0秒,福建省,福州市,27.149.51.14,Chrome 107.0.5304.141,Android Linux 12
174,,1,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,,2.0,4.0,3.0,,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:02:10,2023-06-04 22:05:54,3分44秒,福建省,福州市,120.36.96.199,Chrome 107.0.5304.141,Android Linux Tablet NetType/WIFI Language/zh_CN ABI/arm64
176,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:10:25,2023-06-04 22:12:59,2分34秒,福建省,福州市,112.51.13.48,Chrome 98.0.4758.102,Android Linux 13
177,,2,2,江苏省,南京市,浦口区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,,3.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:16:05,2023-06-04 22:19:48,3分43秒,江苏省,南京市,122.96.46.113,Unknown Browser,iPhone iOS 16.3.1
178,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:23:42,2023-06-04 22:24:42,1分0秒,福建省,,223.104.51.15,Chrome 98.0.4758.102,Android Linux 13
179,,1,2,江西省,南昌市,青山湖区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:30:53,2023-06-04 22:33:13,2分20秒,,,39.144.168.52,Chrome 107.0.5304.141,Android Linux 11
180,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,4.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 22:42:23,2023-06-04 22:44:10,1分47秒,福建省,福州市,59.61.126.185,Chrome 107.0.5304.141,Android Linux 13
181,,2,2,福建省,福州市,鼓楼区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 23:15:17,2023-06-04 23:16:38,1分21秒,山东省,济宁市,223.104.196.52,Chrome 98.0.4758.102,Android Linux 12
182,,2,2,福建省,福州市,仓山区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 23:15:56,2023-06-04 23:17:18,1分22秒,福建省,,223.104.51.12,Unknown Browser,iPhone iOS 16.4.1
183,,1,2,辽宁省,沈阳市,浑南区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 23:24:18,2023-06-04 23:25:33,1分15秒,北京市,北京市,123.112.209.250,Unknown Browser,iPhone iOS 13.4.1
184,,2,2,福建省,宁德市,蕉城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 23:24:39,2023-06-04 23:27:24,2分45秒,福建省,宁德市,110.90.178.140,Unknown Browser,iPhone iOS 16.2
